employee_id,name,department,salary_level,actual_salary,left,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,promotion_last_5years,hire_date,termination_date,turnover_probability,last_updated
92163,Christopher Morales,sales,low,139000,1,0.44,0.99,3,183.0,10,0,0,2006-11-22,2011-12-17,0.338,2025-05-16 13:01:12
3560,Peter Frank,support,low,93000,1,0.73,0.77,4,276.0,3,0,0,2006-07-17,2016-03-04,0.188,2025-05-16 13:01:12
76456,Summer Hughes,technical,low,120000,1,0.35,0.02,7,175.0,4,0,0,2006-08-15,2013-04-21,1.0,2025-05-16 13:01:12
50857,Elizabeth Reed,sales,low,110000,1,0.83,0.55,3,181.0,3,0,0,2006-02-07,2010-06-13,0.03799999999999998,2025-05-16 13:01:12
63518,Terry Graham,technical,medium,155000,1,0.49,0.82,5,212.0,3,0,0,2006-11-20,2022-03-12,0.238,2025-05-16 13:01:12
1772,Kenneth James,technical,low,96000,1,0.71,0.94,4,185.0,4,0,0,2006-06-18,2011-02-18,0.038,2025-05-16 13:01:12
47105,James Smith,technical,low,122000,1,0.51,0.89,5,267.0,3,0,0,2006-04-12,2022-10-20,0.638,2025-05-16 13:01:12
40139,Kenneth Hudson,marketing,low,90000,1,0.89,0.58,2,168.0,3,0,0,2006-03-25,2024-01-27,0.13799999999999998,2025-05-16 13:01:12
99759,Jessica Park,technical,medium,224000,1,0.39,0.78,6,205.0,3,0,0,2006-10-03,2010-10-14,0.888,2025-05-16 13:01:12
52116,Lee Horton,support,medium,217000,1,0.19,0.43,6,274.0,2,0,0,2006-01-11,2014-11-13,1.0,2025-05-16 13:01:12
55921,Scott Schmitt,technical,low,97000,1,0.62,0.07,4,299.0,4,0,0,2006-07-23,2023-03-02,0.538,2025-05-16 13:01:12
71545,David Barker,sales,low,105000,1,0.92,0.89,6,280.0,3,0,0,2006-10-28,2021-11-19,0.8380000000000001,2025-05-16 13:01:12
98978,Stephen Parks,support,low,122000,1,0.38,0.85,5,199.0,3,0,0,2006-11-15,2007-09-14,0.538,2025-05-16 13:01:12
97289,Andrea Aguilar,technical,medium,191000,1,0.22,0.93,7,255.0,4,0,0,2006-11-21,2024-01-11,1.0,2025-05-16 13:01:12
72582,Teresa Reyes,sales,low,107000,1,0.53,0.78,6,194.0,3,0,0,2006-02-05,2023-11-10,0.588,2025-05-16 13:01:12
80069,Cynthia Mendoza,technical,low,86000,1,0.77,0.94,5,277.0,3,0,0,2006-10-05,2022-08-06,0.438,2025-05-16 13:01:12
29906,Jennifer Silva,RandD,low,112000,1,0.63,0.76,4,211.0,4,0,0,2006-06-14,2020-03-20,0.188,2025-05-16 13:01:12
64993,Dorothy Price,support,low,82000,1,0.37,0.79,3,202.0,3,0,0,2006-09-18,2024-06-11,0.488,2025-05-16 13:01:12
29760,Brandon Bowers,sales,medium,152000,1,0.43,0.8,3,182.0,3,0,0,2006-01-26,2020-12-03,0.238,2025-05-16 13:01:12
36774,Justin Martinez,sales,low,93000,1,0.5,0.92,3,205.0,4,0,0,2006-10-05,2017-02-01,0.238,2025-05-16 13:01:12
58125,Angela Lawrence,IT,high,445000,1,0.77,0.65,5,163.0,3,0,0,2006-11-04,2007-04-05,0.0,2025-05-16 13:01:12
64654,Gina Andrews,sales,low,91000,1,0.59,0.94,5,249.0,3,0,0,2006-09-21,2024-02-04,0.438,2025-05-16 13:01:12
4804,Darlene Walsh,sales,low,129000,1,0.5,0.74,3,212.0,5,0,0,2006-07-10,2019-11-06,0.188,2025-05-16 13:01:12
51968,Kayla Ellis,sales,medium,240000,1,0.76,0.65,3,192.0,3,0,0,2006-02-27,2014-04-11,0.0,2025-05-16 13:01:12
45057,Tracy Patton,sales,medium,235000,1,0.62,0.98,2,149.0,2,0,0,2006-02-25,2017-08-08,0.288,2025-05-16 13:01:12
88670,Carolyn Lopez,technical,high,419000,1,0.46,0.61,7,280.0,2,0,0,2006-08-22,2023-01-24,0.788,2025-05-16 13:01:12
90016,Elizabeth Russell,sales,medium,193000,1,0.54,0.96,2,181.0,6,0,0,2006-06-04,2025-07-07,0.438,2025-05-16 13:01:12
53994,Suzanne Ortega,sales,medium,199000,1,0.27,0.68,2,148.0,2,0,0,2006-08-11,2019-07-03,0.538,2025-05-16 13:01:12
95919,Kathleen Johnston,support,high,305000,1,0.58,0.83,4,139.0,3,0,0,2006-06-09,2021-02-07,0.188,2025-05-16 13:01:12
22632,Jordan Miller,technical,high,444000,1,0.29,0.84,4,192.0,3,0,0,2006-02-11,2022-07-23,0.538,2025-05-16 13:01:12
62261,Jessica Dodson,product_mng,medium,172000,1,0.46,0.91,5,189.0,3,0,0,2006-10-02,2019-12-11,0.238,2025-05-16 13:01:12
17728,John Rogers Jr.,IT,medium,184000,1,0.1,0.12,3,281.0,2,0,0,2006-03-19,2009-10-20,1.0,2025-05-16 13:01:12
82560,James Rodriguez,technical,medium,165000,1,0.48,0.63,6,241.0,4,0,0,2006-10-19,2007-04-19,0.588,2025-05-16 13:01:12
71008,Jade Harrington,product_mng,low,144000,1,0.31,0.82,5,248.0,2,0,0,2006-05-02,2020-03-02,0.738,2025-05-16 13:01:12
4534,Michael Gay,support,low,149000,1,0.57,0.8,4,238.0,3,0,0,2006-10-10,2018-09-03,0.238,2025-05-16 13:01:12
52645,Christopher Hernandez,IT,high,427000,1,0.46,0.51,5,273.0,2,0,0,2006-02-14,2016-05-09,0.438,2025-05-16 13:01:12
78580,Amy Mendez,support,low,146000,1,0.63,0.88,3,180.0,3,0,0,2006-02-04,2019-04-02,0.238,2025-05-16 13:01:12
74975,Jeffery Davenport,accounting,low,81000,1,0.46,0.61,5,218.0,3,0,0,2006-03-18,2009-05-23,0.188,2025-05-16 13:01:12
87900,Karen Johnson,technical,medium,167000,1,0.26,0.82,4,257.0,4,0,0,2006-11-08,2021-03-01,0.938,2025-05-16 13:01:12
4552,Kayla Reilly,support,low,129000,1,0.61,0.71,3,185.0,7,0,0,2006-01-27,2018-08-16,0.288,2025-05-16 13:01:12
12003,Jessica Davis,IT,medium,231000,1,0.62,0.89,2,183.0,3,0,0,2006-10-25,2016-09-16,0.338,2025-05-16 13:01:12
85246,Robert Floyd,management,medium,155000,1,0.38,0.5,2,283.0,4,0,0,2006-08-16,2015-03-03,0.8380000000000001,2025-05-16 13:01:12
57179,Robert Turner,sales,low,143000,1,0.32,0.89,3,153.0,5,0,0,2006-06-28,2025-02-01,0.538,2025-05-16 13:01:12
18786,Richard Hood,technical,low,148000,1,0.58,0.06,7,180.0,4,0,0,2006-02-14,2012-12-26,0.738,2025-05-16 13:01:12
61515,David Moody,marketing,medium,173000,1,0.17,1.0,6,266.0,10,0,0,2006-10-18,2017-06-23,1.0,2025-05-16 13:01:12
24819,Rebecca Duncan,support,medium,249000,1,0.44,0.61,6,251.0,4,0,0,2006-11-07,2010-12-19,0.788,2025-05-16 13:01:12
7590,Lisa Bailey,product_mng,low,138000,1,0.61,0.89,5,180.0,3,1,0,2006-03-21,2024-04-12,0.088,2025-05-16 13:01:12
35099,Daniel Bailey,sales,low,90000,1,0.38,0.96,4,152.0,3,0,0,2006-10-19,2012-03-22,0.538,2025-05-16 13:01:12
50689,Michael Davis,support,medium,197000,1,0.59,0.96,6,215.0,3,0,0,2006-11-01,2010-08-16,0.638,2025-05-16 13:01:12
43906,Kara Williams,IT,medium,198000,1,0.79,0.78,2,188.0,6,0,0,2006-07-07,2014-06-15,0.188,2025-05-16 13:01:12
28742,Barbara Wall,hr,medium,249000,1,0.52,0.87,4,200.0,3,0,0,2006-10-12,2017-02-20,0.238,2025-05-16 13:01:12
60598,Roger Hughes,accounting,medium,174000,1,0.02,0.81,4,224.0,4,0,0,2006-06-04,2015-04-27,0.938,2025-05-16 13:01:12
43840,David Smith,technical,medium,162000,1,0.4,0.82,4,180.0,3,0,0,2006-06-04,2014-12-23,0.238,2025-05-16 13:01:12
45236,Veronica Campbell,accounting,high,404000,1,0.99,0.75,7,247.0,3,0,0,2006-04-13,2017-06-24,0.388,2025-05-16 13:01:12
50692,Luke Torres,support,high,284000,1,0.57,0.84,2,173.0,4,0,0,2006-03-05,2010-04-09,0.338,2025-05-16 13:01:12
37471,Christopher Hahn,management,low,107000,1,0.67,0.92,3,230.0,5,0,0,2006-12-07,2019-11-06,0.438,2025-05-16 13:01:12
99567,Michael Wilkerson,marketing,medium,246000,1,0.54,0.2,4,283.0,2,0,0,2006-10-21,2009-12-19,0.538,2025-05-16 13:01:12
56255,Brian Dean,marketing,medium,245000,1,0.47,0.86,4,144.0,3,0,0,2006-02-03,2023-03-15,0.188,2025-05-16 13:01:12
34065,Peter Powell,sales,low,93000,1,0.49,0.76,3,208.0,3,0,0,2006-10-27,2009-04-08,0.188,2025-05-16 13:01:12
11735,Katherine Murphy,RandD,medium,236000,1,0.31,0.74,5,193.0,3,0,0,2006-06-26,2016-10-09,0.488,2025-05-16 13:01:12
62644,Leon Myers,product_mng,low,84000,1,0.39,0.83,4,234.0,3,0,0,2006-06-23,2020-02-22,0.738,2025-05-16 13:01:12
3540,Mary Benson,sales,low,134000,1,0.36,0.72,5,235.0,3,0,0,2006-09-09,2016-07-03,0.488,2025-05-16 13:01:12
99176,Catherine Martinez,marketing,low,81000,1,0.64,1.0,4,228.0,3,0,0,2006-10-19,2008-08-28,0.438,2025-05-16 13:01:12
71702,Christopher Morales,sales,low,132000,1,0.95,0.34,2,291.0,2,0,0,2006-05-05,2022-02-02,0.43799999999999994,2025-05-16 13:01:12
7826,William Hanson,sales,medium,193000,1,0.3,0.87,3,218.0,4,0,0,2006-02-07,2025-02-08,0.538,2025-05-16 13:01:12
46870,Angela Torres,support,high,423000,1,0.16,0.95,4,310.0,3,0,0,2006-03-22,2021-11-05,1.0,2025-05-16 13:01:12
30389,Elizabeth Thornton,sales,low,146000,1,0.42,0.49,3,154.0,3,0,0,2006-07-26,2021-02-23,0.338,2025-05-16 13:01:12
86215,Heather Graves,product_mng,medium,244000,1,0.62,0.85,5,198.0,4,0,0,2006-08-16,2018-07-16,0.238,2025-05-16 13:01:12
9993,Stephanie Cook,marketing,medium,228000,1,0.34,0.94,6,273.0,3,0,0,2006-02-18,2011-10-08,1.0,2025-05-16 13:01:12
86426,Andrea Green,sales,low,144000,1,0.39,0.87,4,249.0,2,0,0,2006-10-09,2018-06-11,0.738,2025-05-16 13:01:12
6276,Peter Hubbard,RandD,low,83000,1,0.53,0.89,3,159.0,5,0,0,2006-02-18,2022-09-22,0.238,2025-05-16 13:01:12
99858,Caitlin Werner,sales,medium,190000,1,0.19,0.07,4,149.0,4,0,0,2006-02-12,2010-08-26,0.7879999999999999,2025-05-16 13:01:12
5067,Sheila Jones,IT,low,126000,1,0.95,0.77,4,149.0,5,0,0,2006-07-24,2019-03-02,0.0,2025-05-16 13:01:12
33411,Rebecca Lee,technical,medium,179000,1,0.5,1.0,5,273.0,3,0,0,2006-06-09,2007-01-14,0.638,2025-05-16 13:01:12
27130,Luis Ochoa,product_mng,high,367000,1,0.67,0.87,4,217.0,5,1,0,2006-02-25,2013-06-07,0.088,2025-05-16 13:01:12
3671,Rebecca Gray,product_mng,medium,247000,1,0.81,0.49,6,174.0,5,0,0,2006-11-11,2016-05-10,0.538,2025-05-16 13:01:12
82439,Darren Lowe,technical,low,101000,1,0.12,0.98,5,188.0,6,0,0,2006-09-28,2013-02-24,0.838,2025-05-16 13:01:12
20973,Michele Charles,hr,medium,235000,1,0.38,1.0,4,224.0,2,0,0,2006-08-25,2018-03-22,0.738,2025-05-16 13:01:12
32266,Brandi Calhoun,management,medium,206000,1,0.37,0.86,2,181.0,3,0,0,2006-05-13,2025-02-23,0.638,2025-05-16 13:01:12
17544,David Gonzalez,hr,low,132000,1,0.29,0.98,3,254.0,4,0,0,2006-12-10,2009-09-14,0.938,2025-05-16 13:01:12
63070,Jennifer Williams,sales,low,150000,1,0.35,0.8,4,230.0,3,0,0,2006-08-02,2021-12-09,0.538,2025-05-16 13:01:12
88747,Melissa Hernandez,sales,low,116000,1,0.63,0.86,2,172.0,8,0,0,2006-06-15,2023-01-23,0.438,2025-05-16 13:01:12
15993,Daniel Griffin,IT,medium,182000,1,0.26,0.6,2,170.0,3,0,0,2006-10-20,2025-08-22,0.638,2025-05-16 13:01:12
74920,Belinda Steele,sales,high,409000,1,0.44,0.78,4,234.0,2,0,0,2006-09-04,2009-08-15,0.188,2025-05-16 13:01:12
29569,Sandra Johnson,RandD,low,147000,1,0.2,0.94,4,173.0,6,0,0,2006-08-01,2019-05-28,0.638,2025-05-16 13:01:12
61952,Heather Calhoun DDS,marketing,low,113000,1,0.76,0.76,2,169.0,4,0,0,2006-03-08,2018-02-27,0.088,2025-05-16 13:01:12
92680,Anne Knox,sales,low,82000,1,0.54,0.84,6,228.0,4,0,0,2006-02-27,2013-08-02,0.838,2025-05-16 13:01:12
34586,Lisa Jackson,accounting,medium,250000,1,0.88,0.8,2,191.0,3,0,0,2006-08-10,2011-01-27,0.138,2025-05-16 13:01:12
49351,Scott Hampton,sales,medium,225000,1,0.42,0.88,6,206.0,2,0,0,2006-05-04,2008-06-02,0.638,2025-05-16 13:01:12
22992,Christopher Pena,sales,medium,250000,1,0.28,0.79,5,253.0,3,1,0,2006-11-19,2023-04-02,0.538,2025-05-16 13:01:12
80415,Rebecca Wagner,sales,medium,246000,1,0.8,0.25,5,259.0,2,0,0,2006-08-21,2023-04-24,0.33799999999999997,2025-05-16 13:01:12
80593,Philip Hernandez,RandD,low,119000,1,0.4,0.81,5,230.0,2,0,0,2006-11-11,2023-11-25,0.438,2025-05-16 13:01:12
99032,Brianna Cummings,technical,low,147000,1,0.56,0.94,2,210.0,2,0,0,2006-06-18,2007-03-13,0.338,2025-05-16 13:01:12
95156,Barbara Lopez,IT,medium,174000,1,0.27,0.77,5,218.0,3,0,0,2006-11-10,2019-01-06,0.48800000000000004,2025-05-16 13:01:12
16012,Rhonda Ray,sales,medium,215000,1,0.65,0.72,4,210.0,3,0,0,2006-11-11,2025-11-06,0.188,2025-05-16 13:01:12
22465,Garrett Dalton,IT,low,107000,1,0.41,0.77,3,209.0,3,1,0,2006-11-21,2022-08-26,0.038,2025-05-16 13:01:12
41768,Brandi Booth,technical,medium,186000,1,0.5,0.97,3,194.0,5,0,0,2006-08-16,2007-08-09,0.238,2025-05-16 13:01:12
76849,Allison Ford,technical,low,148000,1,0.45,0.79,7,228.0,4,0,0,2006-07-01,2015-07-19,0.588,2025-05-16 13:01:12
4365,Miguel Patterson,product_mng,low,139000,1,0.47,0.81,5,288.0,3,0,0,2006-06-26,2018-04-16,0.638,2025-05-16 13:01:12
41888,Elizabeth Johnson,accounting,medium,167000,1,0.03,0.63,4,278.0,4,0,0,2006-07-01,2008-10-04,0.8879999999999999,2025-05-16 13:01:12
76470,Charles Gray,sales,high,261000,1,0.56,0.8,2,241.0,3,0,0,2006-12-07,2013-10-14,0.338,2025-05-16 13:01:12
89781,Taylor Nichols,RandD,low,83000,1,0.24,0.58,2,246.0,3,0,0,2006-11-24,2025-05-15,0.638,2025-05-16 13:01:12
50192,Alejandro Coleman,product_mng,low,87000,1,0.52,0.02,7,148.0,3,0,0,2006-02-22,2008-07-25,0.688,2025-05-16 13:01:12
52990,Joseph Cooper,support,low,113000,1,0.55,0.82,2,155.0,3,0,0,2006-11-20,2016-09-17,0.338,2025-05-16 13:01:12
94718,Nicholas Hanson,hr,low,133000,1,0.16,0.94,6,231.0,3,0,0,2006-08-19,2018-05-19,1.0,2025-05-16 13:01:12
26995,Kelly Cruz,IT,medium,207000,1,0.38,0.96,4,188.0,3,0,0,2006-12-17,2012-02-06,0.538,2025-05-16 13:01:12
10961,Ross White,accounting,medium,179000,1,0.68,0.84,5,249.0,3,0,0,2006-08-24,2014-02-17,0.438,2025-05-16 13:01:12
78607,Miss Sydney Goodman,sales,medium,209000,1,0.25,0.77,2,166.0,5,0,0,2006-03-16,2019-07-04,0.588,2025-05-16 13:01:12
91520,Bradley Ward,sales,medium,162000,1,0.64,0.92,3,175.0,4,0,0,2006-07-11,2009-11-12,0.238,2025-05-16 13:01:12
83213,Sheri Vasquez,sales,low,100000,1,0.55,0.83,2,166.0,3,0,0,2006-03-23,2009-03-18,0.338,2025-05-16 13:01:12
32830,Dorothy Acosta,sales,high,375000,1,0.42,0.77,2,197.0,3,0,0,2006-09-23,2010-01-08,0.288,2025-05-16 13:01:12
14356,Janet Peters,marketing,medium,167000,1,0.2,0.61,3,183.0,2,0,0,2006-08-07,2022-12-26,0.48800000000000004,2025-05-16 13:01:12
92382,Terri Meyer,sales,medium,167000,1,0.38,0.83,4,195.0,2,0,0,2006-06-04,2012-01-01,0.538,2025-05-16 13:01:12
40529,Beverly Clark,IT,low,128000,1,0.76,0.49,2,255.0,4,0,0,2006-12-17,2025-07-19,0.43799999999999994,2025-05-16 13:01:12
90687,Devin Hartman,accounting,low,80000,1,0.64,0.2,3,283.0,3,0,0,2006-02-01,2007-06-06,0.538,2025-05-16 13:01:12
79697,Lori Watson,RandD,high,465000,1,0.62,0.94,4,187.0,2,0,0,2006-01-16,2021-10-07,0.238,2025-05-16 13:01:12
16866,Thomas Hayden,IT,high,382000,1,0.62,0.92,3,191.0,5,0,0,2006-05-03,2006-12-10,0.238,2025-05-16 13:01:12
75177,Jason Hill,hr,low,147000,1,0.28,0.62,3,189.0,4,0,0,2006-11-27,2010-12-01,0.488,2025-05-16 13:01:12
6383,Brenda Thomas,sales,medium,170000,1,0.71,0.59,2,171.0,2,0,0,2006-11-16,2022-02-28,0.138,2025-05-16 13:01:12
46508,Raymond Smith IV,support,medium,154000,1,0.34,0.85,5,237.0,4,0,0,2006-06-19,2020-07-25,0.738,2025-05-16 13:01:12
70827,Luis Morgan,support,low,137000,1,0.37,0.87,2,194.0,4,0,0,2006-06-04,2020-08-12,0.638,2025-05-16 13:01:12
57148,Gary Mclean,sales,low,139000,1,0.92,1.0,2,259.0,2,0,0,2006-01-20,2025-05-03,0.538,2025-05-16 13:01:12
87706,Robin Perez,sales,medium,194000,1,0.58,0.93,2,176.0,3,0,0,2006-09-14,2021-08-21,0.338,2025-05-16 13:01:12
49571,Peter Fox,management,medium,155000,1,0.78,0.9,2,192.0,3,0,0,2006-10-25,2010-01-18,0.13799999999999998,2025-05-16 13:01:12
10038,Johnny Dixon,IT,medium,204000,1,0.4,0.79,3,202.0,3,0,0,2006-03-15,2011-03-17,0.188,2025-05-16 13:01:12
67317,Scott Mitchell,marketing,high,419000,1,0.18,0.29,6,204.0,3,0,0,2006-11-18,2011-05-25,1.0,2025-05-16 13:01:12
85874,Carlos Fisher,accounting,low,105000,1,0.47,1.0,2,220.0,3,0,0,2006-04-10,2017-10-28,0.338,2025-05-16 13:01:12
45725,Erika Rice,product_mng,medium,221000,1,0.8,0.54,4,209.0,2,0,0,2006-08-09,2019-01-15,0.03799999999999998,2025-05-16 13:01:12
2658,Allen Hood,RandD,high,319000,1,0.41,0.78,5,213.0,5,0,0,2006-06-18,2013-06-15,0.188,2025-05-16 13:01:12
56057,Jessica Braun,technical,medium,207000,1,0.69,0.92,4,224.0,2,0,0,2006-07-10,2023-02-17,0.438,2025-05-16 13:01:12
65251,Jose Stephens,technical,low,94000,1,0.44,0.86,4,242.0,3,0,0,2006-03-09,2025-10-07,0.438,2025-05-16 13:01:12
14833,Jamie Diaz MD,sales,low,136000,1,0.64,0.32,6,185.0,3,0,0,2006-08-18,2023-01-09,0.738,2025-05-16 13:01:12
57822,Beth Gonzalez,RandD,low,97000,1,0.71,1.0,2,209.0,2,0,0,2006-10-06,2009-03-05,0.138,2025-05-16 13:01:12
48472,Adam Foster,management,medium,213000,1,0.67,0.78,7,260.0,4,0,0,2006-08-07,2024-06-25,0.788,2025-05-16 13:01:12
84307,Jose Maddox,sales,low,124000,1,0.66,1.0,2,184.0,10,0,0,2006-06-15,2012-11-17,0.438,2025-05-16 13:01:12
61258,Cody Roberson,technical,low,80000,1,0.83,0.93,3,260.0,4,0,0,2006-09-26,2017-12-28,0.438,2025-05-16 13:01:12
93708,Anthony Garcia,product_mng,low,111000,1,0.57,0.36,3,172.0,3,0,0,2006-04-09,2016-02-27,0.33799999999999997,2025-05-16 13:01:12
21052,Steven Kelly,technical,high,469000,1,0.47,0.81,5,220.0,4,0,0,2006-05-20,2018-11-20,0.238,2025-05-16 13:01:12
58080,Jason Miller,marketing,low,92000,1,0.31,0.87,4,231.0,3,0,0,2006-01-16,2007-05-13,0.738,2025-05-16 13:01:12
24086,Joshua Allen,marketing,medium,189000,1,0.49,0.83,5,221.0,3,0,0,2006-02-24,2025-11-16,0.438,2025-05-16 13:01:12
97180,Mr. Samuel Williams Jr.,RandD,low,103000,1,0.64,0.5,7,194.0,3,0,0,2006-09-23,2023-08-14,0.638,2025-05-16 13:01:12
69386,Amber Smith,RandD,medium,204000,1,0.25,0.98,5,230.0,5,0,0,2006-05-12,2016-09-14,0.738,2025-05-16 13:01:12
86256,William Dunn,support,low,93000,1,0.87,0.8,2,218.0,4,0,0,2006-04-21,2018-02-09,0.138,2025-05-16 13:01:12
36400,Amanda Hill,sales,medium,176000,1,0.73,0.84,5,237.0,3,0,0,2006-02-21,2016-03-05,0.238,2025-05-16 13:01:12
81728,Paul Lopez,RandD,low,139000,1,0.24,0.84,4,231.0,3,0,0,2006-06-19,2025-01-01,0.738,2025-05-16 13:01:12
71539,Ariel Stone,sales,medium,211000,1,0.35,0.97,3,210.0,2,0,0,2006-06-14,2021-08-26,0.538,2025-05-16 13:01:12
64372,Cody Jenkins,IT,low,150000,1,0.36,1.0,2,177.0,4,0,0,2006-01-10,2023-06-14,0.638,2025-05-16 13:01:12
61931,Lauren Wheeler,technical,medium,246000,1,0.3,0.4,7,237.0,2,0,0,2006-08-26,2018-11-15,1.0,2025-05-16 13:01:12
58091,Elizabeth Wall,accounting,low,96000,1,0.18,0.94,6,249.0,5,0,0,2006-07-02,2007-09-12,1.0,2025-05-16 13:01:12
96817,Michael Walker,technical,low,126000,1,0.33,0.96,2,191.0,6,0,0,2006-06-06,2023-02-16,0.738,2025-05-16 13:01:12
78656,Brooke Ryan,support,low,115000,1,0.8,0.6,2,252.0,3,0,0,2006-03-15,2019-06-10,0.338,2025-05-16 13:01:12
36179,Tina Johnson,accounting,low,147000,1,0.62,0.8,4,218.0,4,0,0,2006-09-15,2015-11-08,0.238,2025-05-16 13:01:12
43245,Catherine Brown,technical,medium,181000,1,0.62,0.51,6,307.0,2,0,0,2006-07-07,2012-10-02,0.8380000000000001,2025-05-16 13:01:12
33177,Misty Stewart,product_mng,high,485000,1,0.62,0.86,3,197.0,3,0,0,2006-04-08,2009-05-05,0.238,2025-05-16 13:01:12
12359,Summer Jackson,support,low,97000,1,0.59,0.75,2,219.0,3,1,0,2006-09-16,2017-06-12,0.138,2025-05-16 13:01:12
37559,Amy Daniels,IT,high,304000,1,0.23,0.47,7,292.0,2,0,0,2006-06-15,2019-12-17,1.0,2025-05-16 13:01:12
60087,Cynthia Willis,support,medium,194000,1,0.08,0.67,6,289.0,6,0,0,2006-02-22,2013-04-11,1.0,2025-05-16 13:01:12
32963,Melissa Henderson,IT,low,135000,1,0.57,0.93,6,258.0,5,0,0,2006-09-23,2012-02-07,1.0,2025-05-16 13:01:12
99366,John Patrick,accounting,medium,164000,1,0.43,0.81,3,191.0,6,0,0,2006-10-20,2008-12-19,0.338,2025-05-16 13:01:12
61910,Tyler Crawford,support,medium,175000,1,0.0,0.26,5,264.0,3,0,0,2006-07-23,2018-03-19,1.0,2025-05-16 13:01:12
75691,Erin Alvarez,accounting,medium,205000,1,0.61,0.32,6,230.0,6,0,0,2006-08-19,2011-08-07,0.838,2025-05-16 13:01:12
80997,Robert Miller,accounting,low,87000,1,0.36,0.93,6,177.0,3,0,0,2006-08-27,2024-02-20,0.9380000000000001,2025-05-16 13:01:12
88580,Sydney George,sales,low,92000,1,0.42,0.96,4,198.0,3,0,0,2006-09-22,2023-08-06,0.238,2025-05-16 13:01:12
50674,Lisa Lee,sales,low,114000,1,0.75,0.68,7,276.0,3,0,0,2006-07-06,2010-05-27,0.588,2025-05-16 13:01:12
45092,Summer Davis,marketing,medium,169000,1,0.38,0.83,7,176.0,3,0,0,2006-11-12,2017-01-17,0.9380000000000001,2025-05-16 13:01:12
4761,Elizabeth Cannon,sales,low,120000,1,0.32,0.95,3,176.0,3,0,0,2006-04-02,2019-11-16,0.538,2025-05-16 13:01:12
65789,Mary Harris,sales,low,124000,1,0.49,0.27,6,144.0,4,0,0,2006-03-10,2010-04-27,0.688,2025-05-16 13:01:12
43600,Brian Lewis,sales,low,139000,1,0.53,0.74,4,242.0,6,0,0,2006-01-28,2013-10-21,0.288,2025-05-16 13:01:12
24834,Matthew Tate,IT,low,122000,1,0.41,0.54,6,221.0,6,0,0,2006-02-22,2012-04-22,0.738,2025-05-16 13:01:12
64904,Benjamin Young,sales,low,88000,1,0.65,0.97,7,289.0,4,0,0,2006-06-09,2024-08-13,1.0,2025-05-16 13:01:12
28802,Andrea Sutton,support,low,132000,1,0.36,0.32,3,249.0,3,0,0,2006-08-04,2017-03-13,0.638,2025-05-16 13:01:12
47507,Tyler Alvarado,accounting,medium,167000,1,0.27,0.9,2,172.0,3,0,0,2006-03-15,2022-12-02,0.638,2025-05-16 13:01:12
34862,Clinton Stanton,sales,low,149000,1,0.44,0.72,5,169.0,2,0,0,2006-01-14,2012-03-16,0.188,2025-05-16 13:01:12
45608,Janice Fischer,technical,low,96000,1,0.59,0.89,6,203.0,3,0,0,2006-12-27,2018-10-03,0.638,2025-05-16 13:01:12
37655,James Snow,support,low,126000,1,0.26,0.88,4,196.0,2,0,0,2006-08-12,2019-10-08,0.538,2025-05-16 13:01:12
79139,John Wilkerson,marketing,low,130000,1,0.68,0.8,3,155.0,2,0,0,2006-11-06,2020-03-02,0.238,2025-05-16 13:01:12
92905,Mark Barnes,sales,low,114000,1,0.96,0.16,4,279.0,3,0,1,2006-07-09,2014-04-13,0.03799999999999998,2025-05-16 13:01:12
37211,Sheila Mclaughlin,sales,low,87000,1,0.94,0.51,3,199.0,4,0,0,2006-12-25,2018-12-01,0.03799999999999998,2025-05-16 13:01:12
73848,Heather Khan,technical,low,149000,1,0.37,0.91,3,131.0,6,0,0,2006-01-28,2012-05-21,0.588,2025-05-16 13:01:12
2330,Matthew Knox,marketing,low,87000,1,0.85,0.39,6,289.0,2,0,0,2006-01-02,2012-10-02,0.738,2025-05-16 13:01:12
68715,Vicki Roberts,hr,high,391000,1,0.92,0.16,2,145.0,3,0,0,2006-06-10,2015-07-12,0.188,2025-05-16 13:01:12
26042,Lee Myers,sales,low,103000,1,0.45,0.89,2,166.0,3,0,0,2006-07-21,2010-04-08,0.33799999999999997,2025-05-16 13:01:12
12221,Michael Graves,technical,medium,187000,1,0.54,0.99,5,194.0,3,0,0,2006-05-27,2017-02-11,0.238,2025-05-16 13:01:12
32635,Christopher Phillips,technical,high,277000,1,0.74,0.57,3,282.0,3,0,0,2006-02-27,2025-09-12,0.238,2025-05-16 13:01:12
95381,Michelle West,product_mng,medium,202000,1,0.34,0.67,5,196.0,3,0,0,2006-10-14,2020-06-26,0.488,2025-05-16 13:01:12
54271,Bobby Gonzalez,product_mng,low,130000,1,0.64,1.0,2,211.0,3,0,0,2006-06-05,2019-03-19,0.338,2025-05-16 13:01:12
65038,Kaitlyn Smith,sales,medium,193000,1,0.52,0.9,5,215.0,3,0,0,2006-06-03,2025-12-09,0.238,2025-05-16 13:01:12
73768,Melanie Rios,IT,low,116000,1,0.76,0.69,3,187.0,3,0,0,2006-07-14,2009-07-31,0.0,2025-05-16 13:01:12
32499,Jaime Woods,sales,low,98000,1,0.39,0.89,2,232.0,2,0,0,2006-08-05,2025-03-19,0.838,2025-05-16 13:01:12
