employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,work_accident,promotion,last_updated
27634,纪杨,市场部,medium,403000,0,0.79,0.85,4,265,4,0,0,2025-05-02 12:05:41
65356,许桂芳,市场部,medium,269000,0,0.87,0.56,3,266,4,0,0,2025-05-02 12:05:41
14829,潘涛,销售部,medium,451000,0,0.68,0.5,3,110,2,1,0,2025-05-02 12:05:41
40663,陈玉,研发部,low,468000,0,0.84,0.47,3,264,2,0,0,2025-05-02 12:05:41
70898,李飞,市场部,medium,185000,0,0.44,0.53,3,113,1,0,0,2025-05-02 12:05:41
4210,刘涛,研发部,low,383000,0,0.84,0.51,5,265,7,0,1,2025-05-02 12:05:41
63746,唐想,法务部,low,318000,0,0.78,0.54,3,109,3,0,0,2025-05-02 12:05:41
54520,唐想,市场部,high,146000,0,0.81,0.49,4,107,0,0,0,2025-05-02 12:05:41
42284,郭凤英,法务部,medium,175000,0,0.97,1.0,4,99,2,0,0,2025-05-02 12:05:41
28095,林宁,销售部,low,198000,0,0.58,0.6,3,102,3,1,0,2025-05-02 12:05:41
86536,申洁,研发部,low,291000,0,0.78,0.93,3,132,1,0,0,2025-05-02 12:05:41
61853,邓秀芳,销售部,medium,380000,0,0.6,0.97,4,269,4,0,0,2025-05-02 12:05:41
61233,柳秀芳,行政部,low,109000,0,0.75,0.8,3,275,4,0,0,2025-05-02 12:05:41
11335,郭兵,研发部,low,357000,0,0.43,0.89,4,280,4,1,0,2025-05-02 12:05:41
79226,陈丽,研发部,medium,600000,0,0.67,0.87,2,103,0,1,0,2025-05-02 12:05:41
17542,吴成,市场部,medium,320000,0,0.7,0.88,5,126,4,0,0,2025-05-02 12:05:41
84152,王琴,市场部,medium,327000,0,0.72,0.95,3,275,4,0,0,2025-05-02 12:05:41
7574,彭欢,行政部,medium,227000,0,0.69,0.81,2,254,5,0,0,2025-05-02 12:05:41
5313,向娜,销售部,low,288000,0,0.46,0.91,4,266,3,0,0,2025-05-02 12:05:41
73985,成柳,人力资源部,low,181000,0,0.6,0.54,2,265,7,0,0,2025-05-02 12:05:41
53017,邓利,市场部,medium,240000,0,0.75,0.55,5,126,2,1,0,2025-05-02 12:05:41
30601,吉超,研发部,medium,379000,0,0.69,0.43,6,96,0,0,0,2025-05-02 12:05:41
14437,梅雪梅,研发部,medium,304000,0,0.58,0.87,3,119,8,0,0,2025-05-02 12:05:41
7336,李梅,市场部,low,213000,0,0.97,0.52,4,104,3,0,0,2025-05-02 12:05:41
99244,孙勇,市场部,medium,341000,0,0.37,0.9,3,107,1,0,0,2025-05-02 12:05:41
7585,孙建华,销售部,low,486000,0,0.72,0.94,5,280,0,0,0,2025-05-02 12:05:41
90703,孟玉梅,市场部,medium,206000,0,0.83,0.54,2,255,4,1,0,2025-05-02 12:05:41
76225,李燕,市场部,low,177000,0,0.61,0.41,2,259,0,1,0,2025-05-02 12:05:41
15398,周红霞,行政部,medium,213000,0,0.82,0.55,3,110,5,0,0,2025-05-02 12:05:41
43180,张建,销售部,low,455000,0,0.95,0.52,1,131,2,0,0,2025-05-02 12:05:41
91235,杨冬梅,研发部,medium,311000,0,0.64,0.86,2,122,3,0,0,2025-05-02 12:05:41
7091,许静,行政部,low,233000,0,0.66,0.55,4,267,3,0,0,2025-05-02 12:05:41
97208,阎佳,研发部,low,208000,0,0.6,0.9,4,271,2,0,0,2025-05-02 12:05:41
29660,李玉英,研发部,low,260000,0,0.8,0.46,4,270,5,1,1,2025-05-02 12:05:41
93987,张艳,销售部,low,208000,0,0.62,0.55,0,266,10,1,0,2025-05-02 12:05:41
29345,冯丽娟,研发部,medium,345000,0,0.42,0.95,3,254,4,0,0,2025-05-02 12:05:41
42727,赵秀荣,研发部,medium,559000,0,0.83,0.82,4,252,1,0,0,2025-05-02 12:05:41
34660,张秀云,研发部,low,221000,0,0.65,0.5,5,121,0,0,0,2025-05-02 12:05:41
81817,郭凤英,人力资源部,low,120000,0,0.59,0.49,5,252,0,1,0,2025-05-02 12:05:41
14692,贺娜,市场部,medium,410000,0,0.75,0.52,3,141,1,0,0,2025-05-02 12:05:41
94339,李梅,研发部,low,535000,0,0.71,0.45,5,267,2,0,1,2025-05-02 12:05:41
85420,逯云,市场部,medium,443000,0,0.62,0.89,3,273,7,0,0,2025-05-02 12:05:41
67435,李桂兰,研发部,low,588000,0,0.79,0.96,3,253,2,0,1,2025-05-02 12:05:41
31449,王秀珍,法务部,low,299000,0,0.6,0.89,4,258,0,1,0,2025-05-02 12:05:41
24933,唐岩,销售部,medium,179000,0,0.92,0.58,1,257,2,0,0,2025-05-02 12:05:41
61136,陈璐,销售部,low,307000,0,0.65,0.98,4,131,3,1,0,2025-05-02 12:05:41
5945,尚凯,市场部,low,140000,0,0.73,0.96,2,130,2,0,1,2025-05-02 12:05:41
1673,刘秀芳,销售部,medium,182000,0,0.63,0.94,3,143,2,0,0,2025-05-02 12:05:41
98046,郭健,市场部,low,436000,0,0.4,0.82,0,278,4,0,0,2025-05-02 12:05:41
67126,余琴,市场部,medium,306000,0,0.72,0.99,3,102,1,0,0,2025-05-02 12:05:41
27957,况丽丽,研发部,low,333000,0,0.82,0.55,5,255,10,0,0,2025-05-02 12:05:41
79171,邹超,研发部,low,424000,0,0.67,0.42,6,252,9,0,0,2025-05-02 12:05:41
79555,黄瑜,销售部,medium,315000,0,0.35,0.86,6,264,5,0,0,2025-05-02 12:05:41
59655,方军,研发部,low,246000,0,0.75,0.96,4,256,1,0,0,2025-05-02 12:05:41
93270,刘博,法务部,low,346000,0,0.68,0.42,4,102,2,0,1,2025-05-02 12:05:41
74661,苑瑜,销售部,low,221000,0,0.69,0.51,3,268,6,0,0,2025-05-02 12:05:41
64202,李兵,研发部,low,231000,0,0.51,1.0,5,272,7,0,0,2025-05-02 12:05:41
74712,张婷,销售部,low,364000,0,0.91,0.52,3,128,6,0,0,2025-05-02 12:05:41
63963,李亮,研发部,medium,517000,0,0.79,0.92,4,112,2,0,0,2025-05-02 12:05:41
80300,黄凯,市场部,low,282000,0,0.87,1.0,3,137,1,0,0,2025-05-02 12:05:41
98348,陈建,销售部,low,173000,0,0.75,0.96,1,262,1,0,0,2025-05-02 12:05:41
48060,刘佳,销售部,medium,205000,0,0.65,0.57,5,124,4,0,0,2025-05-02 12:05:41
48464,姜淑珍,研发部,low,529000,0,0.54,0.57,1,263,7,1,0,2025-05-02 12:05:41
91663,许静,法务部,low,259000,0,0.66,0.56,4,97,2,0,0,2025-05-02 12:05:41
7797,王兵,研发部,medium,298000,0,0.67,0.91,5,280,2,0,0,2025-05-02 12:05:41
15992,吴洁,研发部,low,186000,0,0.72,0.96,5,263,7,0,0,2025-05-02 12:05:41
93152,王楠,销售部,high,168000,0,0.5,0.5,4,126,0,1,0,2025-05-02 12:05:41
44590,石雪,研发部,low,248000,0,0.84,0.45,3,277,4,0,0,2025-05-02 12:05:41
67431,李婷婷,市场部,medium,296000,0,0.77,0.89,4,128,0,0,0,2025-05-02 12:05:41
9062,盛静,行政部,low,202000,0,0.65,0.45,0,280,1,0,0,2025-05-02 12:05:41
79443,马超,人力资源部,medium,355000,0,0.69,0.96,6,279,2,0,0,2025-05-02 12:05:41
79564,张婷婷,研发部,medium,494000,0,0.87,0.9,4,112,0,1,0,2025-05-02 12:05:41
53533,葛桂花,销售部,low,216000,0,0.34,0.53,3,137,3,0,0,2025-05-02 12:05:41
13444,宣玉,市场部,low,389000,0,0.83,0.96,1,114,2,0,0,2025-05-02 12:05:41
30828,左欣,人力资源部,low,216000,0,0.85,0.81,4,116,2,0,0,2025-05-02 12:05:41
46226,张东,销售部,medium,348000,0,0.91,0.87,4,269,5,0,0,2025-05-02 12:05:41
93415,王成,销售部,medium,169000,0,0.67,0.45,5,147,3,0,0,2025-05-02 12:05:41
34297,梁柳,市场部,medium,128000,0,0.88,0.91,4,144,7,0,0,2025-05-02 12:05:41
66494,刘燕,人力资源部,low,361000,0,0.73,0.47,4,278,1,0,0,2025-05-02 12:05:41
45916,黄红,市场部,medium,241000,0,0.53,0.93,3,277,6,1,0,2025-05-02 12:05:41
12777,赵秀芳,研发部,low,454000,0,0.73,0.95,4,126,0,0,0,2025-05-02 12:05:41
29463,刘秀荣,销售部,medium,299000,0,0.66,0.9,2,116,4,0,0,2025-05-02 12:05:41
46376,巫健,法务部,low,225000,0,0.95,0.84,0,276,5,0,0,2025-05-02 12:05:41
64581,段洋,行政部,low,325000,0,0.77,0.93,7,143,3,0,0,2025-05-02 12:05:41
15198,尹杨,行政部,low,303000,0,0.73,0.98,4,141,4,1,0,2025-05-02 12:05:41
86220,傅林,销售部,medium,298000,0,0.5,0.99,4,111,1,1,0,2025-05-02 12:05:41
24925,谢亮,市场部,low,341000,0,0.64,0.86,3,265,3,0,0,2025-05-02 12:05:41
61595,莫玉珍,行政部,low,213000,0,0.52,0.9,3,277,0,0,1,2025-05-02 12:05:41
69917,陆畅,行政部,medium,286000,0,0.7,0.92,4,127,3,0,0,2025-05-02 12:05:41
23674,侯欣,销售部,low,453000,0,0.74,0.98,3,258,0,0,0,2025-05-02 12:05:41
10497,李明,市场部,medium,127000,0,0.79,0.88,0,266,2,0,0,2025-05-02 12:05:41
24372,赖娟,行政部,medium,91000,0,0.68,0.96,2,256,5,1,0,2025-05-02 12:05:41
35447,祝玉华,人力资源部,low,219000,0,0.75,0.44,5,263,8,0,0,2025-05-02 12:05:41
36690,黄瑜,研发部,low,262000,0,0.84,0.46,3,103,1,0,0,2025-05-02 12:05:41
54629,郝倩,销售部,low,159000,0,0.64,0.83,3,117,2,1,0,2025-05-02 12:05:41
75220,邓丽丽,法务部,medium,460000,0,0.63,0.51,3,105,1,0,0,2025-05-02 12:05:41
33372,周伟,行政部,medium,219000,0,0.53,0.4,3,257,3,0,0,2025-05-02 12:05:41
76496,李云,研发部,high,585000,0,0.96,0.41,2,258,7,0,0,2025-05-02 12:05:41
1922,苗洋,市场部,medium,279000,0,0.85,0.91,2,266,4,0,0,2025-05-02 12:05:41
87181,蒋明,研发部,low,205000,0,0.5,0.89,5,257,1,0,0,2025-05-02 12:05:41
72217,徐想,行政部,low,193000,0,0.67,0.52,0,109,6,0,0,2025-05-02 12:05:41
2691,郑洁,销售部,high,363000,0,0.67,0.85,5,141,0,0,0,2025-05-02 12:05:41
40231,黄梅,研发部,medium,415000,0,0.79,0.85,2,279,3,0,0,2025-05-02 12:05:41
1366,申飞,销售部,low,389000,0,0.9,0.46,6,279,1,1,0,2025-05-02 12:05:41
47028,张秀兰,市场部,low,145000,0,0.73,0.9,4,253,6,0,0,2025-05-02 12:05:41
32073,张琳,市场部,low,317000,0,0.95,0.41,1,270,1,0,0,2025-05-02 12:05:41
85031,王杰,研发部,medium,442000,0,0.78,0.8,3,135,8,0,0,2025-05-02 12:05:41
35059,陈桂兰,人力资源部,medium,315000,0,0.43,0.84,1,96,5,0,0,2025-05-02 12:05:41
35260,商玉珍,研发部,medium,327000,0,0.54,0.86,2,273,2,0,1,2025-05-02 12:05:41
36912,孙敏,市场部,high,127000,0,0.85,0.81,5,129,0,0,0,2025-05-02 12:05:41
63628,赵彬,市场部,low,357000,0,0.96,0.99,3,126,0,1,0,2025-05-02 12:05:41
30242,刘成,研发部,high,583000,0,0.66,0.5,3,114,9,0,0,2025-05-02 12:05:41
96035,薛萍,市场部,medium,362000,0,0.59,0.51,5,272,0,0,0,2025-05-02 12:05:41
99593,张军,研发部,low,247000,0,0.57,0.59,4,104,7,1,0,2025-05-02 12:05:41
61683,唐凤兰,研发部,high,582000,0,0.57,0.82,4,133,0,1,0,2025-05-02 12:05:41
67786,聂凤英,市场部,low,374000,0,0.89,0.54,3,271,3,0,0,2025-05-02 12:05:41
13275,朱丽丽,研发部,low,530000,0,0.7,0.91,4,262,1,0,1,2025-05-02 12:05:41
4418,魏玉,销售部,high,391000,0,0.71,0.93,3,126,7,1,0,2025-05-02 12:05:41
90045,耿雪,人力资源部,low,382000,0,0.88,0.95,3,100,3,0,0,2025-05-02 12:05:41
28856,廖燕,人力资源部,low,326000,0,0.91,0.92,3,257,4,0,0,2025-05-02 12:05:41
36824,黄淑兰,行政部,low,300000,0,0.57,0.46,5,145,4,0,0,2025-05-02 12:05:41
21382,赵敏,人力资源部,high,266000,0,0.95,0.42,4,262,1,0,0,2025-05-02 12:05:41
14079,张东,人力资源部,medium,137000,0,0.83,0.49,2,267,6,1,0,2025-05-02 12:05:41
22952,张秀英,人力资源部,medium,127000,0,0.77,0.44,3,259,1,0,0,2025-05-02 12:05:41
92181,李利,研发部,high,338000,0,0.69,0.54,4,96,1,0,0,2025-05-02 12:05:41
27654,高丹丹,人力资源部,medium,278000,0,0.76,0.43,3,257,2,0,0,2025-05-02 12:05:41
90702,杨斌,销售部,medium,278000,0,0.7,0.42,4,251,2,0,0,2025-05-02 12:05:41
81857,龙璐,人力资源部,medium,273000,0,0.69,0.6,3,124,6,0,0,2025-05-02 12:05:41
84603,赵斌,人力资源部,low,315000,0,0.78,0.83,3,145,5,0,0,2025-05-02 12:05:41
73655,李雪,研发部,medium,375000,0,0.59,0.43,3,104,5,0,0,2025-05-02 12:05:41
86010,韩华,销售部,medium,167000,0,0.84,0.54,5,266,7,0,0,2025-05-02 12:05:41
3908,路淑英,市场部,medium,388000,0,0.69,0.86,0,97,1,0,0,2025-05-02 12:05:41
59737,刘玉梅,研发部,low,553000,0,0.63,0.55,2,109,3,0,0,2025-05-02 12:05:41
41597,袁敏,研发部,low,310000,0,0.36,0.97,1,119,3,0,0,2025-05-02 12:05:41
87637,路桂芳,研发部,medium,368000,0,0.77,0.55,3,96,3,0,0,2025-05-02 12:05:41
40229,郭丽,行政部,high,94000,0,0.47,0.95,4,124,5,0,0,2025-05-02 12:05:41
48227,范秀梅,销售部,medium,185000,0,0.35,0.84,4,267,1,1,0,2025-05-02 12:05:41
37183,张荣,市场部,low,186000,0,0.51,0.47,4,257,6,0,0,2025-05-02 12:05:41
67360,陈琳,人力资源部,medium,400000,0,0.79,1.0,3,127,5,1,0,2025-05-02 12:05:41
40298,莫秀英,研发部,medium,200000,0,0.74,0.51,3,260,0,1,0,2025-05-02 12:05:41
64263,段颖,销售部,low,390000,0,0.85,0.81,3,251,1,0,0,2025-05-02 12:05:41
14219,熊飞,研发部,medium,286000,0,0.66,0.84,2,271,3,1,0,2025-05-02 12:05:41
73579,覃琴,市场部,medium,420000,0,0.9,0.94,5,257,3,1,0,2025-05-02 12:05:41
85600,张瑜,人力资源部,low,232000,0,0.96,0.47,5,257,3,0,0,2025-05-02 12:05:41
86414,樊慧,法务部,low,456000,0,0.56,0.43,2,269,2,0,0,2025-05-02 12:05:41
53934,袁雪梅,研发部,medium,213000,0,0.64,0.42,5,112,4,0,0,2025-05-02 12:05:41
99245,徐兵,市场部,medium,262000,0,0.67,0.51,2,138,3,0,0,2025-05-02 12:05:41
53655,黄敏,法务部,medium,193000,0,0.77,0.44,3,127,8,0,1,2025-05-02 12:05:41
41147,刘想,研发部,low,257000,0,0.58,0.57,5,260,2,0,0,2025-05-02 12:05:41
7862,张淑珍,研发部,low,208000,0,0.62,0.94,3,271,6,0,0,2025-05-02 12:05:41
12883,滕桂荣,研发部,medium,449000,0,0.69,0.49,4,261,5,0,0,2025-05-02 12:05:41
86206,万琳,市场部,medium,282000,0,0.73,0.4,3,277,1,1,0,2025-05-02 12:05:41
35959,文彬,研发部,low,470000,0,0.76,0.91,6,140,9,0,0,2025-05-02 12:05:41
63880,应英,销售部,high,448000,0,0.8,0.98,1,108,2,0,0,2025-05-02 12:05:41
39968,佟桂荣,销售部,high,180000,0,0.66,0.98,1,275,4,0,0,2025-05-02 12:05:41
38010,戴艳,行政部,high,103000,0,0.55,0.42,3,99,0,0,0,2025-05-02 12:05:41
63352,王芳,研发部,medium,288000,0,0.55,0.57,5,259,1,0,0,2025-05-02 12:05:41
85891,高超,人力资源部,low,216000,0,0.76,0.58,3,101,4,0,0,2025-05-02 12:05:41
10816,金伟,销售部,low,253000,0,0.52,0.54,4,271,3,0,0,2025-05-02 12:05:41
55776,杨杨,研发部,low,537000,0,0.43,0.52,3,263,4,0,0,2025-05-02 12:05:41
80894,姜玲,研发部,medium,350000,0,0.7,0.88,4,102,3,0,0,2025-05-02 12:05:41
43168,刘欢,销售部,low,178000,0,0.72,0.91,3,263,6,1,0,2025-05-02 12:05:41
2477,陈丹丹,人力资源部,medium,391000,0,0.72,0.44,2,273,1,0,0,2025-05-02 12:05:41
16206,陈欢,市场部,medium,127000,0,0.66,0.88,3,130,3,1,0,2025-05-02 12:05:41
84992,王岩,销售部,low,436000,0,0.74,0.49,0,115,5,1,0,2025-05-02 12:05:41
68711,吴伟,销售部,medium,169000,0,0.4,0.42,3,128,0,0,0,2025-05-02 12:05:41
90143,赵建华,市场部,low,204000,0,0.85,0.87,2,269,4,0,0,2025-05-02 12:05:41
61525,张博,人力资源部,medium,220000,0,0.95,0.9,4,111,3,1,0,2025-05-02 12:05:41
17976,陈建国,销售部,low,231000,0,0.28,0.87,3,117,8,0,0,2025-05-02 12:05:41
98988,苏云,人力资源部,low,252000,0,0.91,0.55,4,98,1,1,0,2025-05-02 12:05:41
75255,葛玉梅,研发部,low,493000,0,0.89,0.89,1,253,1,0,0,2025-05-02 12:05:41
17465,王强,市场部,medium,398000,0,0.89,0.99,2,258,1,1,0,2025-05-02 12:05:41
2538,王玉兰,市场部,low,338000,0,0.89,0.4,4,255,1,0,0,2025-05-02 12:05:41
17684,邱冬梅,销售部,medium,186000,0,0.64,0.53,2,108,1,0,0,2025-05-02 12:05:41
50098,刘勇,研发部,low,432000,0,0.69,0.4,5,107,3,0,0,2025-05-02 12:05:41
29327,刘建华,法务部,low,335000,0,0.3,0.94,2,271,7,0,0,2025-05-02 12:05:41
33473,刘坤,销售部,medium,189000,0,0.93,0.87,5,111,5,1,0,2025-05-02 12:05:41
99891,李建华,销售部,medium,321000,0,0.74,0.81,2,260,3,0,0,2025-05-02 12:05:41
40468,何晨,法务部,low,382000,0,0.81,0.44,1,265,4,0,0,2025-05-02 12:05:41
96375,王文,研发部,low,343000,0,0.68,0.83,2,111,3,1,0,2025-05-02 12:05:41
74128,邓波,行政部,low,287000,0,0.9,0.96,3,133,5,0,0,2025-05-02 12:05:41
95274,潘秀华,销售部,medium,215000,0,0.45,0.4,1,131,1,0,0,2025-05-02 12:05:41
91179,张雪,法务部,low,245000,0,0.8,0.82,4,280,3,0,0,2025-05-02 12:05:41
75379,黄莉,销售部,low,462000,0,0.77,0.81,2,130,6,0,0,2025-05-02 12:05:41
47034,张宇,市场部,medium,421000,0,0.75,0.98,3,252,1,0,0,2025-05-02 12:05:41
42470,贺波,研发部,low,334000,0,0.82,0.59,5,250,7,1,0,2025-05-02 12:05:41
75860,徐欣,市场部,low,234000,0,0.74,0.58,2,251,3,1,0,2025-05-02 12:05:41
88324,金浩,销售部,low,384000,0,0.93,0.54,4,99,1,0,0,2025-05-02 12:05:41
39242,刘旭,人力资源部,low,185000,0,0.64,0.95,4,279,4,0,0,2025-05-02 12:05:41
38199,王坤,人力资源部,medium,121000,0,0.85,0.84,2,269,2,0,0,2025-05-02 12:05:41
11415,郝桂芝,销售部,low,443000,0,0.58,0.84,2,279,4,1,0,2025-05-02 12:05:41
88436,李梅,人力资源部,low,189000,0,0.95,0.83,3,250,1,0,0,2025-05-02 12:05:41
90578,王畅,销售部,low,278000,0,0.76,0.48,5,119,5,0,0,2025-05-02 12:05:41
50554,王磊,市场部,low,439000,0,0.77,0.54,2,121,6,0,0,2025-05-02 12:05:41
53608,张芳,市场部,low,245000,0,0.68,0.99,2,274,3,0,0,2025-05-02 12:05:41
57432,苏淑华,研发部,medium,587000,0,0.47,0.5,4,150,4,0,0,2025-05-02 12:05:41
69786,林刚,销售部,low,396000,0,0.7,0.91,3,254,1,0,0,2025-05-02 12:05:41
52521,阎秀兰,人力资源部,medium,108000,0,0.75,0.96,4,146,7,0,0,2025-05-02 12:05:41
24387,刘敏,市场部,high,202000,0,0.77,0.51,5,274,2,0,0,2025-05-02 12:05:41
2939,张晨,销售部,high,209000,0,0.5,0.81,2,114,4,0,0,2025-05-02 12:05:41
35117,彭英,研发部,medium,522000,0,0.66,0.59,3,116,1,0,0,2025-05-02 12:05:41
90781,刘俊,行政部,medium,319000,0,0.81,0.93,5,116,5,1,0,2025-05-02 12:05:41
82630,徐桂花,市场部,low,406000,0,0.85,0.4,4,260,0,0,0,2025-05-02 12:05:41
7384,邹玉华,行政部,low,348000,0,0.64,0.4,2,103,6,0,1,2025-05-02 12:05:41
52003,白静,销售部,medium,270000,0,0.82,0.83,6,268,2,0,0,2025-05-02 12:05:41
72821,陈娜,研发部,medium,524000,0,0.61,0.44,2,279,2,1,0,2025-05-02 12:05:41
86620,金琳,销售部,low,205000,0,0.68,0.99,4,262,7,0,0,2025-05-02 12:05:41
40226,刘宁,行政部,low,161000,0,0.61,0.84,4,261,4,0,0,2025-05-02 12:05:41
39354,尤桂花,市场部,low,171000,0,0.81,0.5,0,101,6,0,0,2025-05-02 12:05:41
34110,刘东,人力资源部,medium,229000,0,0.31,0.87,6,250,2,0,0,2025-05-02 12:05:41
82618,丁丽丽,研发部,low,186000,0,0.66,0.59,2,99,3,0,0,2025-05-02 12:05:41
50565,林玉梅,法务部,high,226000,0,0.9,0.87,4,122,5,1,0,2025-05-02 12:05:41
24629,林宁,研发部,low,327000,0,0.78,0.94,3,106,1,0,1,2025-05-02 12:05:41
3485,姜建华,市场部,medium,240000,0,0.56,0.82,5,277,2,1,0,2025-05-02 12:05:41
64057,阎欢,销售部,low,399000,0,0.89,0.95,5,276,5,1,0,2025-05-02 12:05:41
28419,刘淑华,行政部,low,266000,0,0.25,0.54,4,271,3,0,0,2025-05-02 12:05:41
76744,汤刚,市场部,high,215000,0,0.82,0.54,0,100,0,0,0,2025-05-02 12:05:41
44861,赵小红,行政部,medium,213000,0,0.64,0.82,4,123,4,1,0,2025-05-02 12:05:41
77509,蔡平,市场部,low,246000,0,0.52,0.45,4,111,8,0,0,2025-05-02 12:05:41
35809,周丹丹,销售部,low,204000,0,0.34,0.55,2,104,4,1,0,2025-05-02 12:05:41
14928,王娜,销售部,low,315000,0,0.61,0.46,5,131,2,0,0,2025-05-02 12:05:41
79121,徐霞,研发部,medium,267000,0,0.76,0.82,0,143,3,0,0,2025-05-02 12:05:41
77901,吴涛,研发部,low,581000,0,0.9,0.99,5,277,4,1,0,2025-05-02 12:05:41
71435,赵慧,行政部,medium,102000,0,0.61,0.84,4,258,1,0,0,2025-05-02 12:05:41
34347,云凤英,人力资源部,low,348000,0,0.78,0.51,6,277,7,0,0,2025-05-02 12:05:41
78059,程丹,研发部,low,251000,0,0.96,0.55,2,262,3,0,0,2025-05-02 12:05:41
90609,伍玉华,人力资源部,medium,221000,0,0.75,0.43,4,121,3,0,0,2025-05-02 12:05:41
